id,CIE_10_Id,CIE10_DESC
9552,R86.4,"Hallazgos anormales en muestras tomadas de órganos genitales masculinos, hallazgos inmunológicos anormales "
9553,R86.5,"Hallazgos  anormales  en muestras tomadas de órganos genitales  masculinos, hallazgos microbiológicos  anormales, hallazgos positivos en el cultivo "
9554,R86.6,"Hallazgos anormales en muestras tomadas de órganos genitales masculinos, hallazgos citológicos anormales, frotis anormal de Papanicolaou "
9555,R86.7,"Hallazgos anormales en muestras tomadas de órganos genitales masculinos, hallazgos histológicos anormales "
9556,R86.8,"Hallazgos  anormales  en muestras tomadas de órganos  genitales masculinos, otros hallazgos anormales, hallazgos cromosómicos anormales "
9557,R86.9,"Hallazgos anormales en muestras tomadas de órganos genitales masculinos, hallazgos anormales no especificados "
9558,R87,Resultados anormales en muestras tomadas de órganos genitales femeninos
9559,R87.0,"Hallazgos anormales en muestras tomadas de órganos genitales femeninos, nivel anormal de enzimas "
9560,R87.1,"Hallazgos anormales en muestras tomadas de órganos genitales femeninos,  nivel anormal de hormonas "
9561,R87.4,"Hallazgos anormales en muestras tomadas de órganos genitales femeninos, hallazgos inmunológicos anormales "
9562,R87.5,"Hallazgos  anormales en muestras tomadas de órganos  genitales  femeninos, hallazgos microbiológicos anormales, hallazgos positivos en el cultivo "
9563,R87.6,"Hallazgos  anormales.en muestras tomadas de órganos genitales femeninos, hallazgos citológicos anormales, Frotis anormal de Papanicolaou "
9564,R87.7,"Hallazgos anormales en muestras tomadas de órganos genitales femeninos, hallazgos histológicos anormales "
9565,R87.8,"Hallazgos anormales en muestras tomadas de órganos genitales femeninos, otros hallazgos anormales, hallazgos cromosómicos anormales "
9566,R87.9,"Hallazgos anormales en muestras tomadas de órganos genitales femeninos, hallazgos anormales, no especificados "
9567,R89,"Resultados anormales en muestras tomadas de otros órganos, sistemas y tejidos"
9568,R89.1,"Hallazgos anormales en muestras tomadas de otros organos, sistemas y tejidos, nivel anormal de hormonas "
9569,R89.2,"Hallazgos  anormales en muestras tomadas de otros órganos, sistemas y tejidos, nivel anormal de otras drogas, medicamentos y sustancias biológicas "
9570,R89.3,"Hallazgos anormales en muestras tomadas de otros órganos, sistemas y tejidos, nivel anormal de  sustancias de origen fundamentalmente no medicinal "
9571,R89.4,"Hallazgos anormales en muestras tomadas de otros órganos, sistemas y tejidos, hallazgos inmunológicos anormales "
9572,R89.5,"Hallazgos anormales  en muestra tomadas de otros órganos , sistemas y tejidos, hallazgos microbiológicos anormales, hallazgos positivos en el cultivo "
9573,R89.6,"Hallazgos anormales  en muestra tomadas de otros órganos, sistemas y tejidos, hallazgos citológicos anormales, frotis anormal de Papanicolaou "
9574,R89.7,"Hallazgos anormales en muestras tomadas de otros órganos, sistemas y tejidos, hallazgos histológicos anormales "
9575,R89.8,"Hallazgos anormales en muestras tomadas de otros órganos, sistemas y tejidos, otros hallazgos anormales, hallazgos cromosómicos anormales "
9576,R89.9,"Hallazgos anormales en muestras tomadas de otros órganos, sistemas y tejidos, hallazgos anormales no especificados. "
9577,R90,Hallazgos anormales en diagnóstico por imagen del sistema nervioso central
9578,R90.0,Lesión que ocupa el espacio intracraneal 
9579,R90.8,Otros hallazgos anormales en diagnóstico por imagen del sistema nervioso central 
9580,R91,Hallazgos anormales en imágenes de diagnóstico de pulmón. 
9581,R92,Hallazgos anormales sobre imágenes de diagnóstico de pecho. 
9582,R93,Resultados anormales en diagnóstico por imagen de otras partes del cuerpo
9583,R93.0,"Hallazgos anormales en diagnóstico por imagen del cráneo y de la cabeza, no clasificados en otra parte "
9584,R93.1,Hallazgos anormales en diagnóstico por imagen del corazón y de la circulación coronaria 
9585,R93.2,Hallazgos anormales en diagnóstico por imagen del hígado y de las vías biliares 
9586,R93.3,Hallazgos anormales en diagnóstico por imagen de otras partes de las vías digestivas 
9587,R93.4,Hallazgos anormales en diagnóstico por imagen de los órganos urinarios 
9588,R93.5,"Hallazgos anormales en diagnóstico por imagen de otras regiones abdominales, incluido el retroperitoneo "
9589,R93.6,Hallazgos anormales en diagnóstico por imagen de los miembros 
9590,R93.7,Hallazgos anormales en diagnóstico por imagen de otras partes del sistema osteomuscular 
9591,R93.8,Hallazgos anormales en diagnóstico por imagen de otras estructuras especificadas del cuerpo 
9592,R94,Resultados anormales de estudios funcionales
9593,R94.0,Resultados anormales en estudios funcionales del sistema nervioso central 
9594,R94.1,Resultados anormales en estudios funcionales del sistema nervioso periférico y sentidos especiales 
9595,R94.2,Resultados anormales en estudios funcionales del pulmón 
9596,R94.3,Resultados anormales en estudios funcionales cardiovasculares 
9597,R94.4,Resultados anormales en estudios funcionales del riñón 
9598,R94.5,Resultados anormales en estudios funcionales del hígado 
9599,R94.6,Resultados anormales en estudios funcionales de la tiroides 
9600,R94.7,Resultados anormales en otros estudios funcionales endocrinos 
9601,R94.8,Resultados anormales en los estudios funcionales de otros órganos y sistemas 
9602,R95,Síndrome de muerte súbita del lactante
9603,R95.9,"Síndrome de la muerte súbita infantil, sin mención de autopsia "
9604,R96,"Otra muerte súbita, causa desconocida"
9605,R96.0,Muerte instantánea 
9606,R96.1,"Muerte que ocurre en menos de 24 horas del inicio de los síntomas, no explicada de otra forma "
9607,R98,Muerte desatendida 
9608,R99,Otras causas mal definidas y no especificadas de mortalidad. 
9609,S00,Traumatismo superficial de la cabeza
9610,S00.0,Traumatismo superficial del cuero cabelludo 
9611,S00.1,Contusión de los párpados y de la región periocular 
9612,S00.2,Otros traumatismos superficiales del párpado y de la región periocular 
9613,S00.3,Traumatismo superficial de la nariz 
9614,S00.4,Traumatismo superficial del oído 
9615,S00.5,Traumatismo superficial del labio y de la cavidad bucal 
9616,S00.7,Traumatismos superficiales múltiples de la cabeza 
9617,S00.8,Traumatismo superficial de otras partes de la cabeza 
9618,S00.9,"Traumatismo superficial de la cabeza, parte no especificada "
9619,S01,Herida abierta de la cabeza
9620,S02.0,Fractura de bóveda de cráneo
9621,S02.1,fractura de la base del cráneo
9622,S02.2,fractura de huesos nasales
9623,S02.3,Fractura del suelo de la órbita
9624,S02.4,Fractura de huesos malares y maxilares
9625,S02.5,Fractura de diente
9626,S02.6,fractura de mandíbula
9627,S02.7,Fracturas múltiples que involucran cráneo y huesos faciales
9628,S02.8,Fracturas de otros huesos del cráneo y de la cara
9629,S02.9,"Fractura de cráneo y huesos faciales, parte no especificada"
9630,S01.0,Herida del cuero cabelludo 
9631,S01.1,Herida del párpado y de la región periocular 
9632,S01.2,Herida de la nariz 
9633,S01.3,Herida del oído 
9634,S01.4,Herida de la mejilla y de la región temporomandibular 
9635,S01.5,Herida del labio y de la cavidad bucal 
9636,S01.7,Heridas múltiples de la cabeza 
9637,S01.8,Herida de otras partes de la cabeza 
9638,S01.9,"Herida de la cabeza, parte no especificada "
9639,S02,Fractura de cráneo y huesos de la cara
9640,S02.00,Fractura de la bóveda del cráneo Cerrada
9641,S02.01,Fractura de la bóveda del cráneo Abierta
9642,S02.10,Fractura de la base del cráneo Cerrada
9643,S02.11,Fractura de la base del cráneo Abierta
9644,S02.20,Fractura de los huesos de la nariz Cerrada
9645,S02.21,Fractura de los huesos de la nariz Abierta
9646,S02.30,Fractura del suelo de la órbita Cerrada
9647,S02.31,Fractura del suelo de la órbita Abierta
9648,S02.40,Fractura de malar y huesos maxilares. Cerrada
9649,S02.41,Fractura de malar y huesos maxilares. Abierta
9650,S02.50,Fractura de diente. Cerrada
9651,S02.51,Fractura de diente. Abierta
9652,S02.60,Fractura de la mandíbula Cerrada
9653,S02.61,Fractura de la mandíbula Abierta
9654,S02.70,Fracturas múltiples que comprometen el cráneo y los huesos de la cara Cerrada
9655,S02.71,Fracturas múltiples que comprometen el cráneo y los huesos de la cara Abierta
9656,S02.80,Fractura de otros huesos del cráneo y de la cara Cerrada
9657,S02.81,Fractura de otros huesos del cráneo y de la cara Abierta
9658,S02.90,"Fractura del cráneo y de los huesos de la cara, parte no especificada Cerrada"
9659,S02.91,"Fractura del cráneo y de los huesos de la cara, parte no especificada Abierta"
9660,S03,Luxación y esguince de articulaciones y ligamentos de la cabeza
9661,S03.0,Luxación del maxilar 
9662,S03.1,Luxación del cartílago septal de la nariz 
9663,S03.2,Luxación de diente 
9664,S03.4,Esguinces y torceduras del maxilar 
9665,S04,Traumatismo de nervios craneales
9666,S04.0,Traumatismo del nervio óptico [II par] y de las vías ópticas 
9667,S04.1,Traumatismo del nervio motor ocular común [III par] 
9668,S04.2,Traumatismo del nervio patético [IV par] 
9669,S04.3,Traumatismo del nervio trigémino [V par] 
9670,S04.4,Traumatismo del nervio motor ocular externo [VI par] 
9671,S04.5,Traumatismo del nervio facial [VII par] 
9672,S04.6,Traumatismo del nervio acústico [VIII par] 
9673,S04.7,Traumatismo del nervio espinal [XI par] 
9674,S04.8,Traumatismo de otros nervios craneales 
9675,S04.9,"Traumatismo de nervios craneales, no especificado "
9676,S05,Traumatismo del ojo y órbita
9677,S05.0,Traumatismo de la conjuntiva y abrasión corneal sin mención de cuerpo extraño 
9678,S05.1,Contusión del globo ocular y del tejido orbitario 
9679,S05.2,Laceración y ruptura ocular con prolapso o pérdida del tejido intraocular 
9680,S05.3,Laceración ocular sin prolapso o pérdida del tejido intraocular 
9681,S05.4,Herida penetrante de la órbita con o sin cuerpo extraño 
9682,S05.5,Herida penetrante del globo ocular con cuerpo extraño 
9683,S05.6,Herida penetrante del globo ocular sin cuerpo extraño 
9684,S05.7,Avulsión de ojo 
9685,S05.8,Otros traumatismos del ojo y de la órbita 
9686,S05.9,"Traumatismo del ojo y de la órbita, no especificado "
9687,S06,Traumatismo intracraneal
9688,S06.00,Concusión Sin herida intracraneal abierta
9689,S06.01,Concusión Con herida intracraneal abierta
9690,S06.10,Edema cerebral traumático Sin herida intracraneal abierta
9691,S06.11,Edema cerebral traumático Con herida intracraneal abierta
9692,S06.2,Traumatismo cerebral difuso 
9693,S06.20,Traumatismo cerebral difuso Sin herida intracraneal abierta
9694,S06.21,Traumatismo cerebral difuso Con herida intracraneal abierta
9695,S06.3,Traumatismo cerebral focal 
9696,S06.30,Traumatismo cerebral focal Sin herida intracraneal abierta
9697,S06.31,Traumatismo cerebral focal Con herida intracraneal abierta
9698,S06.40,Hemorragia epidural Sin herida intracraneal abierta
9699,S06.41,Hemorragia epidural Con herida intracraneal abierta
9700,S06.50,Hemorragia subdural traumática Sin herida intracraneal abierta
9701,S06.51,Hemorragia subdural traumática Con herida intracraneal abierta
9702,S06.60,Hemorragia subaracnoidea traumática Sin herida intracraneal abierta
9703,S06.61,Hemorragia subaracnoidea traumática Con herida intracraneal abierta
9704,S06.70,Traumatismo intracraneal con coma prolongado Sin herida intracraneal abierta
9705,S06.71,Traumatismo intracraneal con coma prolongado Con herida intracraneal abierta
9706,S06.8,Otros traumatismos intracraneales 
9707,S06.80,Otros traumatismos intracraneales Sin herida intracraneal abierta
9708,S06.81,Otros traumatismos intracraneales Con herida intracraneal abierta
9709,S06.90,"Traumatismo intracraneal, no especificado Sin herida intracraneal abierta"
9710,S06.91,"Traumatismo intracraneal, no especificado Con herida intracraneal abierta"
9711,S07,Lesión por aplastamiento de la cabeza
9712,S07.0,Traumatismo por aplastamiento de la cara 
9713,S07.1,Traumatismo por aplastamiento del cráneo 
9714,S07.8,Traumatismo por aplastamiento de otras partes de la cabeza 
9715,S08,Avulsión y amputación traumática de parte de la cabeza
9716,S08.0,Avulsión del cuero cabelludo 
9717,S08.1,Amputación traumática de la oreja 
9718,S08.8,Amputación traumática de otras partes de la cabeza 
9719,S08.9,Amputación traumática de parte no especificada de la cabeza 
9720,S09,Otros traumatismos y traumatismos no especificados de la cabeza
9721,S09.0,Traumatismo de los vasos sanguíneos de la cabeza no clasificados en otra parte 
9722,S09.1,Traumatismo de tendón y músculos de la cabeza 
9723,S09.2,Ruptura traumática del tímpano del oído 
9724,S09.7,Traumatismos múltiples de la cabeza 
9725,S09.8,"Otros traumatismos de la cabeza, especificados "
9726,S09.9,"Traumatismo de la cabeza, no especificado "
9727,S10,Traumatismo superficial de cuello
9728,S10.0,Contusión de la garganta 
9729,S10.1,Otros traumatismos superficiales y los no especificados de la garganta 
9730,S10.7,Traumatismo superficial múltiple del cuello 
9731,S10.8,Traumatismo superficial de otras partes del cuello 
9732,S10.9,"Traumatismo superficial del cuello, parte no especificada "
9733,S11,Herida abierta del cuello
9734,S11.0,Herida que compromete la laringe y la tráquea 
9735,S11.1,Herida que compromete la glándula tiroides 
9736,S11.2,Herida que compromete la faringe y el esófago cervical 
9737,S11.7,Heridas múltiples del cuello 
9738,S11.8,Heridas de otras partes del cuello 
9739,S11.9,"Herida de cuello, parte no especificada "
9740,S12,Fractura de vértebra cervical y otras partes del cuello
9741,S12.0,Fractura de primera vértebra cervical
9742,S12.00,Fractura de la primera vértebra cervical Cerrada
9743,S12.01,Fractura de la primera vértebra cervical Abierta
9744,S12.1,Fractura de segunda vértebra cervical
9745,S12.10,Fractura de la segunda vértebra cervical Cerrada
9746,S12.11,Fractura de la segunda vértebra cervical Abierta
9747,S12.2,Fractura de otra vértebra cervical especificada
9748,S12.20,Fractura de otras vértebras cervicales especificadas Cerrada
9749,S12.21,Fractura de otras vértebras cervicales especificadas Abierta
9750,S12.3,Fractura de cuarta vértebra cervical
9751,S12.4,Fractura de quinta vértebra cervical
9752,S12.5,Fractura de sexta vértebra cervical
9753,S12.6,Fractura de séptima vértebra cervical
9754,S12.7,Fracturas múltiples de la columna cervical
9755,S12.70,Fracturas múltiples de columna cervical Cerrada
9756,S12.71,Fracturas múltiples de columna cervical Abierta
9757,S12.8,Fractura de otras partes del cuello
9758,S12.80,Fractura de otras partes del cuello Cerrada
9759,S12.81,Fractura de otras partes del cuello Abierta
9760,S12.9,"Fractura de cuello, parte no especificada"
9761,S12.90,"Fractura del cuello, parte no especificada Cerrada"
9762,S12.91,"Fractura del cuello, parte no especificada Abierta"
9763,S13,Luxación y esguince de articulaciones y ligamentos a nivel del cuello
9764,S13.0,Ruptura traumática de disco cervical intervertebral 
9765,S13.1,Luxación de vértebra cervical 
9766,S13.2,Luxaciones de otras partes y de las no especificadas del cuello 
9767,S13.3,Luxaciones múltiples del cuello 
9768,S13.4,Esguinces y torceduras de la columna cervical 
9769,S13.5,Esguinces y torceduras de la región tiroidea 
9770,S14,Traumatismo de nervios y médula espinal a nivel del cuello
9771,S14.0,Concusión y edema de la médula espinal cervical 
9772,S14.1,Otros traumatismos de la médula espinal cervical y los no especificados 
9773,S14.2,Traumatismo de raíz nerviosa de columna cervical 
9774,S14.3,Traumatismo del plexo braquial 
9775,S14.4,Traumatismo de nervios periféricos del cuello 
9776,S14.6,Traumatismo de otros nervios y de los no especificados del cuello 
9777,S15,Traumatismo de vasos sanguíneos a nivel del cuello
9778,S15.0,Traumatismo de la arteria carótida 
9779,S15.1,Traumatismo de la arteria vertebral 
9780,S15.2,Traumatismo de la vena yugular externa 
9781,S15.3,Traumatismo de la vena yugular interna 
9782,S15.7,Traumatismo de múltiples vasos sanguíneos a nivel del cuello 
9783,S15.8,Traumatismo de otros vasos sanguíneos a nivel del cuello 
9784,S15.9,Traumatismo de vasos sanguíneos no especificados a nivel del cuello 
9785,S16,Lesión del músculo y tendón en el nivel del cuello. 
9786,S17,Lesión por aplastamiento del cuello
9787,S17.0,Traumatismo por aplastamiento de la laringe y de la tráquea 
9788,S17.8,Traumatismo por aplastamiento de otras partes del cuello 
9789,S17.9,"Traumatismo por aplastamiento del cuello, parte no especificada "
9790,S18,Amputación traumática en el nivel del cuello. 
9791,S19,Otros traumatismos especificados y los no especificados del cuello
9792,S19.7,Traumatismos múltiples del cuello 
9793,S19.8,"Otros traumatismos del cuello, especificados "
9794,S19.9,"Traumatismo del cuello, no especificado "
9795,S20,Traumatismo superficial del tórax
9796,S20.0,Contusión de la mama 
9797,S20.1,Otros traumatismos superficiales y los no especificados de la mama 
9798,S20.2,Contusión del tórax 
9799,S20.3,Otros traumatismos superficiales de la pared anterior del tórax 
9800,S20.4,Otros traumatismos superficiales de la pared posterior del tórax 
9801,S20.7,Traumatismos superficiales múltiples del tórax 
9802,S20.8,Traumatismo superficial de otras partes y de las no especificadas del tórax 
9803,S21,Herida abierta del tórax
9804,S21.0,Herida de la mama 
9805,S21.1,Herida de la pared anterior del tórax 
9806,S21.2,Herida de la pared posterior del tórax 
9807,S21.7,Herida múltiple de la pared torácica 
9808,S21.9,"Herida del tórax, parte no especificada "
9809,S22,"Fractura de costilla(s), esternón y columna dorsal o torácica"
9810,S22.0,fractura de vértebra torácica
9811,S22.00,Fractura de vértebra torácica Cerrada
9812,S22.01,Fractura de vértebra torácica Abierta
9813,S22.1,fracturas múltiples de la columna torácica
9814,S22.10,Fracturas múltiples de columna torácica Cerrada
9815,S22.11,Fracturas múltiples de columna torácica Abierta
9816,S22.2,fractura de esternón
9817,S22.20,Fractura del esternón Cerrada
9818,S22.21,Fractura del esternón Abierta
9819,S22.3,fractura de costilla
9820,S22.30,Fractura de costilla Cerrada
9821,S22.31,Fractura de costilla Abierta
9822,S22.4,fracturas múltiples de costillas
9823,S22.40,Fracturas múltiples de costillas Cerrada
9824,S22.41,Fracturas múltiples de costillas Abierta
9825,S22.5,Volet torácico
9826,S22.50,Tórax azotado Cerrada
9827,S22.51,Tórax azotado Abierta
9828,S22.8,fractura de otras partes del tórax óseo
9829,S22.9,"fractura de tórax óseo, parte no especificada"
9830,S23,Luxación y esguince de articulaciones y ligamentos del tórax
9831,S23.0,Ruptura traumática de disco intervertebral torácico 
9832,S23.1,Luxación de vértebra torácica 
9833,S23.2,Luxación de otras partes y de las no especificadas del tórax 
9834,S23.3,Esguinces y torceduras de columna torácica 
9835,S23.4,Esguinces y torceduras de costillas y esternón 
9836,S24,Traumatismo de nervios y médula espinal a nivel del tórax
9837,S24.0,Concusión y edema de la médula espinal torácica 
9838,S24.1,Otros traumatismos y los no especificados de la médula espinal torácica 
9839,S24.2,Traumatismo de raíces nerviosas de la columna torácica 
9840,S24.6,Traumatismo de nervio no especificado del tórax 
9841,S25,Traumatismo de vasos sanguíneos del tórax
9842,S25.0,Traumatismo de la aorta torácica 
9843,S25.1,Traumatismo de la arteria innominada o subclavia 
9844,S25.2,Traumatismo de vena cava superior 
9845,S25.3,Traumatismo de la vena innominada o subclavia 
9846,S25.4,Traumatismo de vasos sanguíneos pulmonares 
9847,S25.5,Traumatismo de vasos sanguíneos intercostales 
9848,S25.7,Traumatismo de múltiples vasos sanguíneos del tórax 
9849,S25.8,Traumatismo de otros vasos sanguíneos del tórax 
9850,S26,Traumatismo de corazón
9851,S26.0,Traumatismo del corazón con hemopericardio 
9852,S26.00,Traumatismo del corazón con hemopericardio Sin herida abierta en cavidad torácica
9853,S26.01,Traumatismo del corazón con hemopericardio Con herida abierta en cavidad torácica
9854,S26.8,Otros traumatismos del corazón 
9855,S26.80,Otros traumatismos del corazón Sin herida abierta en cavidad torácica
9856,S26.81,Otros traumatismos del corazón Con herida abierta en cavidad torácica
9857,S26.9,"Traumatismo del corazón, no especificado"
9858,S26.90,"Traumatismo del corazón, no especificado Sin herida abierta en cavidad torácica"
9859,S26.91,"Traumatismo del corazón, no especificado Con herida abierta en cavidad torácica"
9860,S27,Traumatismo de otros órganos intratorácicos y los no especificados
9861,S27.00,Neumotórax traumático Sin herida abierta en cavidad torácica
9862,S27.01,Neumotórax traumático Con herida abierta en cavidad torácica
9863,S27.10,Hemotórax traumático Sin herida abierta en cavidad torácica
9864,S27.11,Hemotórax traumático Con herida abierta en cavidad torácica
9865,S27.20,Hemoneumotórax traumático Sin herida abierta en cavidad torácica
9866,S27.21,Hemoneumotórax traumático Con herida abierta en cavidad torácica
9867,S27.30,Otros traumatismos del pulmón Sin herida abierta en cavidad torácica
9868,S27.31,Otros traumatismos del pulmón Con herida abierta en cavidad torácica
9869,S27.40,Traumatismo de los bronquios Sin herida abierta en cavidad torácica
9870,S27.41,Traumatismo de los bronquios Con herida abierta en cavidad torácica
9871,S27.50,Traumatismo de la tráquea torácica Sin herida abierta en cavidad torácica
9872,S27.51,Traumatismo de la tráquea torácica Con herida abierta en cavidad torácica
9873,S27.60,Traumatismo de la pleura Sin herida abierta en cavidad torácica
9874,S27.61,Traumatismo de la pleura Con herida abierta en cavidad torácica
9875,S27.70,Traumatismos múltiples de órganos intratorácicos Sin herida abierta en cavidad torácica
9876,S27.71,Traumatismos múltiples de órganos intratorácicos Con herida abierta en cavidad torácica
9877,S27.8,"Traumatismo de otros órganos intratorácicos, especificados "
9878,S27.80,"Traumatismo de otros órganos intratorácicos, especificados Sin herida abierta en cavidad torácica"
9879,S27.81,"Traumatismo de otros órganos intratorácicos, especificados Con herida abierta en cavidad torácica"
9880,S27.90,"Traumatismo de órgano intratorácico, no especificado Sin herida abierta en cavidad torácica"
9881,S28,"Lesión por aplastamiento del tórax, y amputación traumática de parte del tórax"
9882,S28.0,Aplastamiento del tórax 
9883,S28.1,Amputación traumática de parte del tórax 
9884,S29,Otros traumatismos y los no especificados del tórax
9885,S29.0,Traumatismo de tendón y músculos a nivel del tórax 
9886,S29.7,Traumatismos múltiples del tórax 
9887,S29.8,"Otros traumatismos del tórax, especificados "
9888,S29.9,"Traumatismo del tórax, no especificado "
9889,S30,"Traumatismo superficial de abdomen, parte inferior de la espalda, pelvis y genitales externos"
9890,S30.0,Contusión de la región lumbosacra y de la pelvis 
9891,S30.1,Contusión de la pared abdominal 
9892,S30.2,Contusión de órganos genitales externos 
9893,S30.7,"Traumatismos superficiales múltiples del abdomen, de la región lumbosacra y de la pelvis "
9894,S30.8,"Otros traumatismos superficiales del abdomen, de la región lumbosacra y de la pelvis "
9895,S30.9,"Traumatismo superficial del abdomen, de la región lumbosacra y de la pelvis, parte no especificada "
9896,S31,"Herida abierta de abdomen, parte inferior de la espalda, pelvis y genitales externos"
9897,S31.0,Herida de la región lumbosacra y de la pelvis 
9898,S31.1,Herida de la pared abdominal 
9899,S31.2,Herida del pene 
9900,S31.3,Herida del escroto y de los testículos 
9901,S31.4,Herida de la vagina y de la vulva 
9902,S31.5,Herida de otros órganos genitales externos y de los no especificados 
9903,S31.7,"Heridas múltiples del abdomen, de la región lumbosacra y de la pelvis "
9904,S31.8,Heridas de otras partes y de las no especificadas del abdomen 
9905,S32,Fractura de columna lumbar y pelvis
9906,S32.0,fractura de vértebra lumbar
9907,S32.00,Fractura de vértebra lumbar Cerrada
9908,S32.01,Fractura de vértebra lumbar Abierta
9909,S32.1,fractura de sacro
9910,S32.10,Fractura del sacro Cerrada
9911,S32.11,Fractura del sacro Abierta
9912,S32.2,fractura de cóccix
9913,S32.20,Fractura del cóccix Cerrada
9914,S32.21,Fractura del cóccix Abierta
9915,S32.3,fractura de ilion
9916,S32.30,Fractura del hueso iliaco Cerrada
9917,S32.31,Fractura del hueso iliaco Abierta
9918,S32.4,fractura de acetábulo
9919,S32.40,Fractura del acetábulo Cerrada
9920,S32.41,Fractura del acetábulo Abierta
9921,S32.5,fractura de pubis
9922,S32.50,Fractura del pubis Cerrada
9923,S32.51,Fractura del pubis Abierta
9924,S32.7,fracturas múltiples de columna lumbar y pelvis
9925,S32.70,Fracturas múltiples de la columna lumbar y de la pelvis Cerrada
9926,S32.71,Fracturas múltiples de la columna lumbar y de la pelvis Abierta
9927,S32.8,fractura de otras partes y las no especificadas de la columna lumbar y la pelvis
9928,S32.80,Fractura de otras partes y de las no especificadas de la columna lumbar y de la pelvis Cerrada
9929,S32.81,Fractura de otras partes y de las no especificadas de la columna lumbar y de la pelvis Abierta
9930,S33,Luxación y esguince de articulaciones y ligamentos de columna lumbar y pelvis
9931,S33.0,Ruptura traumática de disco intervertebral lumbar 
9932,S33.1,Luxación de vértebra lumbar 
9933,S33.2,Luxación de articulación sacrococcígea y sacroiliaca 
9934,S33.3,Luxación de otras partes y de las no especificadas de la columna lumbar y de la pelvis 
9935,S33.4,Ruptura traumática de la sínfisis del pubis 
9936,S33.5,Esguinces y torceduras de la columna lumbar 
9937,S33.6,Esguinces y torceduras de la articulación sacroiliaca 
9938,S33.7,Esguinces y torceduras de otras partes y de la no especificadas de la columna lumbar y de la pelvis 
9939,S34,"Traumatismo de médula espinal y nervios lumbares y sacros a nivel de abdomen, parte inferior de espalda y pelvis"
9940,S34.0,Concusión y edema de la médula espinal lumbar 
9941,S34.1,Otro traumatismo de la médula espinal lumbar 
9942,S34.2,Traumatismo de raíz nerviosa de la columna lumbar y sacra 
9943,S34.3,Traumatismo de la cola de caballo 
9944,S34.4,Traumatismo del plexo lumbosacro 
9945,S34.5,"Traumatismo de nervios(s) simpático(s) lumbar(es),sacro(s) y pélvico(s) "
9946,S34.6,"Traumatismo de nervio(s) periférico(s) del abdomen, de la región lumbosacra y de la pelvis "
9947,S34.8,"Traumatismo de otros nervios a nivel del abdomen, de la región lumbosacra y de la pelvis y de los no especificados "
9948,S35,"Traumatismo de vasos sanguíneos a nivel de abdomen, parte inferior de espalda y pelvis"
9949,S35.0,Traumatismo de la aorta abdominal 
9950,S35.1,Traumatismo de la vena cava inferior 
9951,S35.2,Traumatismo de arterias celíacas y mesentéricas 
9952,S35.3,Traumatismo de venas porta y esplénica 
9953,S35.4,Traumatismo de vasos sanguíneos renales 
9954,S35.5,Traumatismo de vasos sanguíneos iliacos 
9955,S35.7,"Traumatismo de múltiples vasos sanguíneos a nivel del abdomen, de la región lumbosacra y de la pelvis "
9956,S35.8,"Traumatismo de otros vasos sanguíneos a nivel del abdomen, de la región lumbosacra y de la pelvis "
9957,S36,Traumatismo de órganos intraabdominales
9958,S36.0,Traumatismo del bazo 
9959,S36.00,Traumatismo del bazo Sin herida abierta en cavidad
9960,S36.01,Traumatismo del bazo Con herida abierta en cavidad
9961,S36.1,Traumatismo de hígado o vesícula biliar
9962,S36.10,Traumatismo del hígado y de la vesícula biliar Sin herida abierta en cavidad
9963,S36.11,Traumatismo del hígado y de la vesícula biliar Con herida abierta en cavidad
9964,S36.2,Traumatismo de páncreas
9965,S36.20,Traumatismo del páncreas Sin herida abierta en cavidad
9966,S36.21,Traumatismo del páncreas Con herida abierta en cavidad
9967,S36.3,Traumatismo de estómago
9968,S36.30,Traumatismo del estómago Sin herida abierta en cavidad
9969,S36.31,Traumatismo del estómago Con herida abierta en cavidad
9970,S36.4,Traumatismo de intestino delgado
9971,S36.40,Traumatismo del intestino delgado Sin herida abierta en cavidad
9972,S36.41,Traumatismo del intestino delgado Con herida abierta en cavidad
9973,S36.5,Traumatismo de colon
9974,S36.50,Traumatismo del colon Sin herida abierta en cavidad
9975,S36.51,Traumatismo del colon Con herida abierta en cavidad
9976,S36.6,Traumatismo de recto
9977,S36.60,Traumatismo del recto Sin herida abierta en cavidad
9978,S36.61,Traumatismo del recto Con herida abierta en cavidad
9979,S36.70,Traumatismo de múltiples órganos intraabdominales Sin herida abierta en cavidad
9980,S36.71,Traumatismo de múltiples órganos intraabdominales Con herida abierta en cavidad
9981,S36.8,Traumatismo de otros órganos intraabdominales
9982,S36.80,Traumatismo de otros órganos intraabdominales Sin herida abierta en cavidad
9983,S36.81,Traumatismo de otros órganos intraabdominales Con herida abierta en cavidad
9984,S36.9,Traumatismo de órgano intraabdominal no especificado
9985,S36.90,Traumatismo de órgano intraabdominal no especificado Sin herida abierta en cavidad
9986,S36.91,Traumatismo de órgano intraabdominal no especificado Con herida abierta en cavidad
9987,S37,Traumatismo de órganos urinarios y pélvicos
9988,S37.0,Traumatismo de riñón
9989,S37.00,Traumatismo del riñón Sin herida abierta en cavidad
9990,S37.01,Traumatismo del riñón Con herida abierta en cavidad
9991,S37.1,Traumatismo de uréter
9992,S37.10,Traumatismo del uréter Sin herida abierta en cavidad
9993,S37.11,Traumatismo del uréter Con herida abierta en cavidad
9994,S37.2,Traumatismo de la vejiga 
